text,actual,predicted
yep definitely have to see a good percentage of my doujin before leaving i just have way too much and no place to store them,0,1
lol sure but the glare from the penthouse glass windows will ruin it will strive 4 another photo opp,0,1
you don t use punctuation,1,0
about to go get some beauty sleep it s so weird not having luke here at night,0,1
only cause some of us in the pnw don t get any good eatin places,0,1
tweet a pic i wanna see it,1,0
good morning now its off too school,0,1
feel like running away far away in a great place where no one can find me,1,0
had a great time visiting with friends last night now up early to help mom shlep to art show then fly home on both counts,0,1
come on mine is going to be cold by the time you get it here lol,1,0
not yet im still loading it have you,1,0
yes he is chekov sorry that took awhile and he s in terminator salvation but i first fell for him in charlie bartlett,1,0
lol i know that s right to much money was paid for that phone not to work,1,0
thanks gonna be a hard day,0,1
my god its a sunny 80 degree beautiful day perfect for a picnic in the park im stuck indoors i got the short end of the stick,0,1
just put 1 amp 5 8 in my ear lmao i can t fut the other in,0,1
and here i was thinking that you wanted to play music for a living i guess sitting in airport lounges can be entertaining,1,0
episode enter 77 that is around the area i stoped watching lost need 2 catch up pronto this summer break,1,0
i want to go to dollywood x,1,0
waking at 4 17am doesn t mean you re old just means you ll need coffee later today,1,0
clouds decide to loose veight sends massive amounts of reneable energy pouring down in norway today more coal saved,1,0
marry oh no,0,1
after school i think i m going to just go home and sleep,1,0
man im in love with christine but she dnt like me or nothing,0,1
family and friends dinner at eric s hot restauran gosh food there s so yummylicious prepare to gain 1 kg,0,1
off to work totes gonna be early for once tweet at me and shiz,1,0
just woke up ahhh,1,0
nope tell you later one word fucken diva,0,1
why do people keeping following me on twitter,0,1
thank y all 4 ur responses im so indecisive i really do like the iphone but not crazy about itunes i will keep u updated off 2research,0,1
off to niagara falls to attend quot in memory of tori stafford day quot,0,1
that airport is my daughter s namesake,1,0
yep was great would love to go to wwdc too but the money pot s empty,0,1
going to the doctors after school need to get some new clothes and need sims 3,1,0
just as unpleasant but understandable in your case sleep is afraid of babies in the dark,1,0
not only would you be the only fan left but the only person left besides the race director,1,0
moving mt daughter back to camano island,0,1
is bad ass he still is,1,0
cute black but not the ones,0,1
just bought plane tickets from bangkok thailand to ho chi minh city vietnam one plane ticket down two to go,1,0
i have a red dot on the side of my mouth,0,1
cannot find a picture 2 fit the image thing,0,1
fun fair performance todaii not excited boyfriend is stayin the night excited anyhow out n the driveway prac dumb pervs r lame,1,0
g night lori need to catch up on some sleep after leno i have to get up at 6am to help my brother move sweet dream,1,0
my comp turned off lt 333 i send all my love with you,0,1
that s not rude that s efficient and collegial,1,0
help me figure it out,0,1
i know that s why i m keeping it leveling mining though not so much,1,0
will watch tv first hmmm i guess i m wishing for a friends reunion or movie,1,0
fantastic news thanks carlo obviously i do not think that in quot culonia quot i will be able to benefit of it,0,1
it just finished it was on at 9 ahah,0,1
finally my parents visited me in nh for a week and the sun came out for about 27 minutes the whole time,0,1
i know how are you,0,1
last night long drive hi speed chase in the ghetto hotlanta is hot the show was great getting sick meet john didn t meet dave,0,1
sleeeping oh no wait waking up for work,0,1
why stop it between that and knock you down by keri hilson i m going to have a break down,0,1
staying home today still sick tomorrow i m going to a docter,1,0
heyaaa kindaa new ta this lol ent gt a cluee wat im supposed ta b doin bt oh well haha not lukin 4ward ta work l8aa x,0,1
having a four way with honey and van,1,0
i had written the speech along the lines of the approximate schedule of the blogger s embark but now i get to really report on it,1,0
i do not get the grad school fixation,0,1
eh eh gue pake kemeja lho hari ini rapih bos pentingbangetdotcom,1,0
people please educate me abt this twitter whats so special abt this,0,1
i wanna see you on the cam tonight,1,0
the first disposable version,1,0
plan b magazine shutting down,0,1
felt compelled to post the most amazing composition ever on twitter to taylor swift even though she ll probably never see it from me,0,1
well i m outta ideas,0,1
it s bit more complicated than that it s a totally quot tailor made quot design,0,1
he s a good kid he s lasted this long he s probably dismiss it all,1,0
i want to try it sometime with an actual keyboard,1,0
tonight is goodbye are lovely the music and the people x,1,0
you sick get well soon amp the brandon guy sang a duet with bruce yesterday they did thunder road so cute,0,1
oh ok i has twitterfox thanks to me noticing you used it twitters easy now but less siwon sightings with twitterfox,0,1
hehehe it was good but they went too quick y,0,1
states and cities borrow big comment 3 4 way through if we are in a recession why are we building a library,0,1
but ill def narrow some people down for u tomorrow,1,0
i m going to need at least one more cup of coffee to get through this nightshift head is not in a good place right now,0,1
head to harajuku aoyama shibuya for shopping i ve blogged about tokyo but it s quite specific so perhaps not much help,0,1
quot hi my name is leeantz and i am a shopaholic quot please help me,0,1
i have a lot of exams projects,0,1
9 more hours till i see my kitty jason,1,0
however let s say crackheads shouldn t fk with dusty and myself also jarett really was a write off,1,0
you just said omg like a 15 year old,1,0
and of course it s humid yay,0,1
what an awesome game stone age is also quite cool and you don t get screwed if you have bad numbers,1,0
good idea im waiting at the dr office if u wanna talk tho im a tweet away,1,0
no chance of rajasthan in finals i kinda liked them though,0,1
im out still cant sleep but imma find a way to get to it zzzzzz,0,1
so glad you had a great time although the sickness im like that on boats lol hope to see you soon xxxxx,0,1
on my way,0,1
spencer is causing trouble as usual,1,0
no sign yet,0,1
just a weekend at the beach,0,1
give em hell on the cold calls you know you want to,1,0
err no car parked on the street,0,1
tired but happy i dont have school im really anctious to find out about the house e m i l y,1,0
well no tarp at the yarn swap so just got wet amp wind whipped but met good people make exc contacts got lots of wool,1,0
awww well i m looking forward to seeing your formal picture betchu guys looked cuuuute lt 3,0,1
